director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Noah Baumbach,Scarlett Johansson,Adam Driver,Laura Dern,Drama,marriage story,Scarlett Johansson Adam Driver Laura Dern Noah Baumbach Drama
Mike Flanagan,Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Horror Thriller Fantasy,doctor sleep,Ewan McGregor Rebecca Ferguson Kyliegh Curran Mike Flanagan Horror Thriller Fantasy
Paul Feig,Emilia Clarke,Henry Golding,Michelle Yeoh,Comedy Romance,last christmas,Emilia Clarke Henry Golding Michelle Yeoh Paul Feig Comedy Romance
Andy Fickman,John Cena,Keegan-Michael Key,John Leguizamo,Family Comedy,playing with fire,John Cena Keegan-Michael Key John Leguizamo Andy Fickman Family Comedy
Luke Snellin,Isabela Merced,Shameik Moore,Kiernan Shipka,Romance Comedy,let it snow,Isabela Merced Shameik Moore Kiernan Shipka Luke Snellin Romance Comedy
Roland Emmerich,Ed Skrein,Patrick Wilson,Luke Evans,Action War History,midway,Ed Skrein Patrick Wilson Luke Evans Roland Emmerich Action War History
Sergio Pablos,J. K. Simmons,Jason Schwartzman,Rashida Jones,Animation Family Adventure Comedy Fantasy,klaus,J. K. Simmons Jason Schwartzman Rashida Jones Sergio Pablos Animation Family Adventure Comedy Fantasy
Alma Har'el,Shia LaBeouf,Lucas Hedges,Noah Jupe,Drama,honey boy,Shia LaBeouf Lucas Hedges Noah Jupe Alma Har'el Drama
Charlie Bean,Tessa Thompson,Justin Theroux,Kiersey Clemons,Family Animation Romance,lady and the tramp,Tessa Thompson Justin Theroux Kiersey Clemons Charlie Bean Family Animation Romance
Marc Lawrence,Anna Kendrick,Bill Hader,Kingsley Ben-Adir,Family Comedy Fantasy,noelle,Anna Kendrick Bill Hader Kingsley Ben-Adir Marc Lawrence Family Comedy Fantasy
James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Drama Action History,ford v ferrari,Matt Damon Christian Bale Jon Bernthal James Mangold Drama Action History
Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,Action Adventure Comedy Crime Thriller,charlie's angels,Kristen Stewart Naomi Scott Ella Balinska Elizabeth Banks Action Adventure Comedy Crime Thriller
Bill Condon,Ian McKellen,Helen Mirren,Russell Tovey,Crime,the good liar,Ian McKellen Helen Mirren Russell Tovey Bill Condon Crime
Scott Z. Burns,Adam Driver,Annette Bening,Ted Levine,Drama,the report,Adam Driver Annette Bening Ted Levine Scott Z. Burns Drama
Trey Edward Shults,Kelvin Harrison Jr.,Lucas Hedges,Taylor Russell,Romance Drama,waves,Kelvin Harrison Jr. Lucas Hedges Taylor Russell Trey Edward Shults Romance Drama
"Chris Buck, Jennifer Lee",Idina Menzel,Kristen Bell,Jonathan Groff,Family Animation Adventure Comedy Fantasy,frozen ii,"Idina Menzel Kristen Bell Jonathan Groff Chris Buck, Jennifer Lee Family Animation Adventure Comedy Fantasy"
Marielle Heller,Tom Hanks,Matthew Rhys,Susan Kelechi Watson,Drama History,a beautiful day in the neighborhood,Tom Hanks Matthew Rhys Susan Kelechi Watson Marielle Heller Drama History
Brian Kirk,Chadwick Boseman,Sienna Miller,Stephan James,Crime Action Drama,21 bridges,Chadwick Boseman Sienna Miller Stephan James Brian Kirk Crime Action Drama
Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Drama Thriller,dark waters,Mark Ruffalo Anne Hathaway Tim Robbins Todd Haynes Drama Thriller
Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Comedy Crime Mystery,knives out,Daniel Craig Chris Evans Ana de Armas Rian Johnson Comedy Crime Mystery
Melina Matsoukas,Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Crime Drama Romance,queen & slim,Daniel Kaluuya Jodie Turner-Smith Bokeem Woodbine Melina Matsoukas Crime Drama Romance
Fernando Meirelles,Anthony Hopkins,Jonathan Pryce,unknown,Drama History,the two popes,Anthony Hopkins Jonathan Pryce unknown Fernando Meirelles Drama History
Lino DiSalvo,Anya Taylor-Joy,Daniel Radcliffe,Gabriel Bateman,Family Animation Comedy Adventure,playmobil: the movie,Anya Taylor-Joy Daniel Radcliffe Gabriel Bateman Lino DiSalvo Family Animation Comedy Adventure
Tom Harper,Felicity Jones,Eddie Redmayne,Himesh Patel,Adventure Drama Romance,the aeronauts,Felicity Jones Eddie Redmayne Himesh Patel Tom Harper Adventure Drama Romance
Sam Taylor-Johnson,Aaron Taylor-Johnson,Billy Bob Thornton,Odessa Young,Drama,a million little pieces,Aaron Taylor-Johnson Billy Bob Thornton Odessa Young Sam Taylor-Johnson Drama
Adam Egypt Mortimer,Miles Robbins,Patrick Schwarzenegger,Sasha Lane,Horror Mystery,daniel isn't real,Miles Robbins Patrick Schwarzenegger Sasha Lane Adam Egypt Mortimer Horror Mystery
Matt Eskandari,Bruce Willis,Nicky Whelan,unknown,Action Thriller,trauma center,Bruce Willis Nicky Whelan unknown Matt Eskandari Action Thriller
Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,Adventure Comedy Fantasy,jumanji: the next level,Dwayne Johnson Jack Black Kevin Hart Jake Kasdan Adventure Comedy Fantasy
Clint Eastwood,Paul Walter Hauser,Sam Rockwell,Kathy Bates,Drama,richard jewell,Paul Walter Hauser Sam Rockwell Kathy Bates Clint Eastwood Drama
Sophia Takal,Imogen Poots,Lily Donoghue,Aleyse Shannon,Horror Mystery Thriller,black christmas,Imogen Poots Lily Donoghue Aleyse Shannon Sophia Takal Horror Mystery Thriller
Michael Bay,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Action Comedy Thriller,6 underground,Ryan Reynolds Mélanie Laurent Manuel Garcia-Rulfo Michael Bay Action Comedy Thriller
Jay Roach,Charlize Theron,Nicole Kidman,Margot Robbie,Drama,bombshell,Charlize Theron Nicole Kidman Margot Robbie Jay Roach Drama
"Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian",Adam Sandler,Lakeith Stanfield,Julia Fox,Drama Thriller Crime,uncut gems,"Adam Sandler Lakeith Stanfield Julia Fox Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian Drama Thriller Crime"
Benedict Andrews,Kristen Stewart,Jack O'Connell,Margaret Qualley,Thriller Drama,seberg,Kristen Stewart Jack O'Connell Margaret Qualley Benedict Andrews Thriller Drama
Terrence Malick,August Diehl,Valerie Pachner,Matthias Schoenaerts,History Drama War,a hidden life,August Diehl Valerie Pachner Matthias Schoenaerts Terrence Malick History Drama War
J. J. Abrams,Carrie Fisher,Mark Hamill,Adam Driver,Adventure Action Science Fiction,star wars: the rise of skywalker,Carrie Fisher Mark Hamill Adam Driver J. J. Abrams Adventure Action Science Fiction
Tom Hooper,James Corden,Judi Dench,Jason Derulo,Fantasy Comedy Drama,cats,James Corden Judi Dench Jason Derulo Tom Hooper Fantasy Comedy Drama
Ericson Core,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Adventure Family,togo,Willem Dafoe Julianne Nicholson Christopher Heyerdahl Ericson Core Adventure Family
"Nick Bruno, Troy Quane",Will Smith,Tom Holland,Rashida Jones,Animation Action Adventure Comedy Family,spies in disguise,"Will Smith Tom Holland Rashida Jones Nick Bruno, Troy Quane Animation Action Adventure Comedy Family"
Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Drama Romance History,little women,Saoirse Ronan Emma Watson Florence Pugh Greta Gerwig Drama Romance History
Sam Mendes,George MacKay,Dean-Charles Chapman,Mark Strong,War History Thriller Drama,1917,George MacKay Dean-Charles Chapman Mark Strong Sam Mendes War History Thriller Drama
Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Drama Crime History,just mercy,Michael B. Jordan Jamie Foxx Brie Larson Destin Daniel Cretton Drama Crime History
Chinonye Chukwu,Alfre Woodard,Wendell Pierce,Aldis Hodge,Drama,clemency,Alfre Woodard Wendell Pierce Aldis Hodge Chinonye Chukwu Drama
